unified_id,SDCS,STATE_CODE_001,COUNTY_CODE_003,HIGHWAY_DISTRICT_002,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,BASE_HWY_NETWORK_012,TOLL_020,MAINTENANCE_021,FUNCTIONAL_CLASS_026,DESIGN_LOAD_031,MEDIAN_CODE_033,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,VERT_CLR_UND_REF_054A,LAT_UND_REF_055A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,OPR_RATING_METH_063,INV_RATING_METH_065,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,NATIONAL_NETWORK_110,PIER_PROTECTION_111,SCOUR_CRITICAL_113,LOWEST_RATING,PRE_CODE_ERA,WAS_RECONSTRUCTED,NFHL_FLD_ZONE,NFHL_SFHA
"('87081000', '(47.07174444, -122.8173861)')",4.0,48,32,3.0,4,2,1,3,-999.0,7,6.0,1,1,2,2,2,1,4,1,1,2,6,6,2,2,2,9.0,9.0,9.0,9.0,1.0,1.0,9.0,5.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,1,2,1,-999.0,9,9,1,2,1.0,2.0
"('87082000', '(46.82405833, -123.1606472)')",4.0,48,32,3.0,4,2,1,3,-999.0,10,6.0,1,1,3,3,2,2,4,1,1,2,6,2,12,2,2,-999.0,-999.0,-999.0,9.0,1.0,1.0,9.0,7.0,-999.0,6,5,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,11,11,7,10,1,-999.0,9,9,1,2,2.0,2.0
"('87083000', '(46.82013333, -123.1606278)')",4.0,48,32,3.0,4,2,1,3,-999.0,10,6.0,1,1,3,3,2,2,4,1,1,2,6,2,12,2,2,-999.0,-999.0,-999.0,9.0,1.0,1.0,9.0,7.0,-999.0,6,5,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,11,11,7,10,1,-999.0,9,9,1,2,2.0,2.0
"('87088000', '(45.70813333, -122.6393167)')",4.0,48,2,4.0,4,2,1,3,-999.0,11,6.0,1,1,3,3,3,3,4,3,1,2,6,2,12,2,2,-999.0,-999.0,-999.0,9.0,1.0,1.0,6.0,10.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,7,1,1,1,-999.0,6,9,1,2,8.0,1.0
"('87087000', '(45.76644444, -122.5357778)')",4.0,48,2,4.0,4,2,1,3,-999.0,10,6.0,1,1,2,3,2,2,4,3,1,6,6,10,12,2,2,-999.0,-999.0,-999.0,9.0,3.0,3.0,8.0,6.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,6,8,1,2,8.0,1.0
"('87097000', '(47.31777778, -122.9925)')",4.0,48,20,3.0,4,2,1,3,-999.0,11,10.0,1,1,2,2,2,2,4,1,1,2,6,6,18,2,2,7.0,7.0,9.0,9.0,1.0,1.0,7.0,9.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,3,1,1,1,-999.0,9,7,1,2,8.0,1.0
"('87092000', '(45.87318333, -122.4092667)')",4.0,48,2,4.0,4,2,1,3,-999.0,11,5.0,1,1,3,3,3,3,4,3,1,2,6,4,12,2,2,-999.0,-999.0,-999.0,9.0,-999.0,-999.0,8.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,5,8,1,2,8.0,1.0
"('87098000', '(47.15725, -123.1699167)')",4.0,48,20,3.0,4,2,1,3,-999.0,12,6.0,1,1,1,2,2,2,4,1,1,2,6,4,13,2,2,9.0,9.0,9.0,9.0,1.0,1.0,9.0,-999.0,-999.0,6,6,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,1,7,7,1,8,1,-999.0,6,9,1,2,1.0,2.0
"('87102000', '(45.63486111, -122.5849722)')",4.0,48,2,4.0,5,2,2,3,-999.0,9,6.0,1,1,2,3,3,3,4,3,1,6,6,2,13,2,2,7.0,9.0,9.0,8.0,3.0,3.0,9.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,9,7,1,2,8.0,1.0
"('87113000', '(45.63798056, -122.6997833)')",4.0,48,2,4.0,5,6,1,3,-999.0,7,6.0,1,1,2,2,2,2,4,3,1,6,3,3,13,3,3,8.0,8.0,8.0,-999.0,3.0,3.0,8.0,10.0,10.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,11,8,1,2,8.0,1.0
"('87121000', '(47.42287778, -122.2661222)')",4.0,48,14,1.0,4,2,1,3,-999.0,5,-999.0,4,1,2,2,2,2,5,1,1,6,6,7,19,2,2,7.0,7.0,7.0,9.0,1.0,1.0,7.0,6.0,-999.0,6,9,4,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,5,1,1,-999.0,9,7,1,2,8.0,1.0
"('87122000', '(47.45826389, -122.0789194)')",4.0,48,14,1.0,4,2,1,3,-999.0,12,10.0,1,1,2,2,2,2,4,1,1,6,6,7,13,2,2,8.0,8.0,8.0,9.0,1.0,1.0,8.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,1,1,2,1,-999.0,9,8,1,2,2.0,2.0
"('87125000', '(47.52341667, -121.9261389)')",4.0,48,14,1.0,4,2,1,3,-999.0,12,10.0,1,1,2,2,2,2,4,1,1,2,6,7,13,2,2,8.0,8.0,8.0,9.0,-999.0,-999.0,5.0,7.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,9,8,1,2,8.0,1.0
"('87126000', '(47.68219444, -122.133)')",4.0,48,14,1.0,5,2,2,3,-999.0,4,10.0,1,1,2,2,1,1,4,1,1,6,6,3,19,2,2,7.0,7.0,7.0,9.0,1.0,1.0,7.0,6.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,2,1,2,1,-999.0,9,7,1,2,8.0,1.0
"('87128000', '(46.62613333, -123.0289694)')",4.0,48,18,4.0,4,2,1,3,-999.0,11,4.0,1,1,1,1,1,1,4,1,1,2,6,3,2,2,2,7.0,8.0,7.0,9.0,-999.0,-999.0,6.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,6,7,2,2,-999.0,-999.0
"('87124000', '(47.67591667, -122.0228611)')",4.0,48,14,1.0,4,2,1,3,-999.0,5,6.0,1,1,2,2,2,2,4,1,1,6,10,7,13,2,2,8.0,8.0,8.0,9.0,1.0,1.0,8.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,9,8,1,2,8.0,1.0
"('87129000', '(46.59992222, -122.9128111)')",4.0,48,18,4.0,4,2,1,3,-999.0,12,4.0,1,1,2,2,2,2,4,1,1,2,6,3,2,2,2,8.0,8.0,8.0,9.0,-999.0,-999.0,7.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,6,8,2,2,2.0,2.0
"('87130000', '(46.57898056, -122.9581833)')",4.0,48,18,4.0,4,2,1,3,-999.0,12,4.0,1,1,1,1,1,1,4,1,1,2,6,3,2,2,2,8.0,8.0,8.0,8.0,-999.0,-999.0,6.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,6,8,2,2,-999.0,-999.0
"('87131000', '(46.57640278, -122.961075)')",4.0,48,18,4.0,4,2,1,3,-999.0,12,4.0,1,1,1,1,1,1,4,1,1,2,6,3,2,2,2,8.0,8.0,8.0,9.0,-999.0,-999.0,7.0,6.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,6,8,2,2,-999.0,-999.0
"('87132000', '(46.57475278, -122.9633222)')",4.0,48,18,4.0,4,2,1,3,-999.0,12,4.0,1,1,1,1,1,1,5,1,1,2,6,3,2,2,2,8.0,8.0,8.0,9.0,-999.0,-999.0,7.0,5.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,6,8,2,2,-999.0,-999.0
"('87133000', '(46.74559167, -122.776525)')",4.0,48,18,4.0,4,2,1,3,-999.0,12,10.0,1,1,2,2,2,2,4,1,1,2,6,6,2,2,2,9.0,9.0,9.0,8.0,1.0,1.0,9.0,8.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,2,2,1,-999.0,9,9,1,2,-999.0,-999.0
"('87136000', '(47.54947222, -122.0226111)')",4.0,48,14,1.0,5,2,2,3,-999.0,4,6.0,1,1,2,2,2,3,4,1,1,6,6,6,13,2,2,7.0,8.0,8.0,7.0,-999.0,-999.0,8.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,2.0,2,3,2,1,2,2,1,2,1,-999.0,9,7,1,2,8.0,1.0
"('87137000', '(47.53061111, -122.0687222)')",4.0,48,14,1.0,5,2,1,3,-999.0,7,6.0,1,1,3,3,3,3,4,1,1,6,6,4,12,2,2,-999.0,-999.0,-999.0,9.0,-999.0,-999.0,7.0,-999.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,4,7,1,2,8.0,1.0
"('87134000', '(46.47413889, -122.7572389)')",4.0,48,18,4.0,4,2,1,3,-999.0,12,10.0,1,1,1,1,1,1,4,1,1,2,6,2,12,2,2,-999.0,-999.0,-999.0,7.0,1.0,1.0,8.0,-999.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,6,8,1,2,-999.0,-999.0
"('87138000', '(47.02722222, -122.9394444)')",4.0,48,32,3.0,5,2,1,3,8.0,6,10.0,1,1,3,3,2,2,5,1,1,6,6,4,12,2,2,-999.0,-999.0,-999.0,9.0,-999.0,-999.0,7.0,-999.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,13,7,1,2,2.0,2.0
"('87139000', '(47.59855556, -122.8253722)')",4.0,48,15,3.0,4,2,1,3,-999.0,12,6.0,1,1,2,2,2,2,4,1,1,2,6,2,2,2,2,7.0,7.0,7.0,9.0,-999.0,-999.0,7.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,9,7,2,2,8.0,1.0
"('87147000', '(47.90075278, -122.2684389)')",4.0,48,29,1.0,8,8,1,3,8.0,7,10.0,1,1,2,2,2,2,4,1,1,6,6,6,18,2,2,9.0,9.0,9.0,9.0,1.0,1.0,8.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,3,3,1,-999.0,9,9,1,2,8.0,1.0
"('87148000', '(47.35595, -122.1969333)')",4.0,48,14,1.0,5,2,1,3,-999.0,6,10.0,1,1,2,2,2,2,4,3,1,6,2,2,19,1,1,8.0,8.0,8.0,-999.0,-999.0,-999.0,8.0,3.0,6.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,11,8,1,2,8.0,1.0
"('87149000', '(47.42652222, -122.2395472)')",4.0,48,14,1.0,5,2,1,3,-999.0,5,10.0,4,2,2,2,2,1,4,3,1,6,5,5,13,3,1,7.0,7.0,8.0,-999.0,-999.0,-999.0,7.0,4.0,5.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,2,-999.0,11,7,1,2,8.0,1.0
"('87166000', '(46.99638889, -123.4116667)')",4.0,48,10,3.0,4,2,1,3,-999.0,12,1.0,1,1,3,3,3,3,4,1,1,6,6,2,12,2,2,-999.0,-999.0,-999.0,8.0,-999.0,-999.0,8.0,-999.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,9,8,2,2,1.0,2.0
"('87150000', '(47.35444444, -122.2099444)')",4.0,48,14,1.0,5,2,2,3,-999.0,4,10.0,4,1,2,2,2,2,4,1,1,2,7,2,19,1,1,8.0,8.0,8.0,9.0,-999.0,-999.0,8.0,7.0,3.0,6,9,9,-999.0,-999.0,-999.0,-999.0,1.0,2,3,2,1,2,2,1,2,1,-999.0,9,8,1,2,2.0,2.0
"('87168000', '(47.00430556, -123.6861111)')",4.0,48,10,3.0,4,2,1,3,-999.0,12,-999.0,1,1,3,3,3,3,4,1,1,2,6,4,12,2,2,-999.0,-999.0,-999.0,8.0,1.0,1.0,9.0,-999.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,9,9,1,2,2.0,2.0
"('87167000', '(46.8175, -123.1605556)')",4.0,48,10,3.0,4,2,1,3,-999.0,10,6.0,1,1,3,3,2,2,4,1,1,6,10,2,12,2,2,-999.0,-999.0,-999.0,9.0,1.0,1.0,8.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,11,11,7,10,1,-999.0,9,8,1,2,2.0,2.0
"('87173000', '(47.07245833, -122.6943056)')",4.0,48,25,3.0,4,2,1,3,-999.0,10,10.0,1,1,2,2,2,2,5,3,1,6,3,7,19,3,3,8.0,9.0,9.0,-999.0,3.0,3.0,9.0,7.0,3.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,11,8,1,2,8.0,1.0
"('87174000', '(47.8597, -121.9592889)')",4.0,48,29,1.0,4,2,1,3,-999.0,5,10.0,1,1,2,2,2,2,4,1,1,2,6,6,18,2,2,8.0,8.0,8.0,7.0,1.0,1.0,8.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,1,3,1,-999.0,6,8,1,2,8.0,1.0
"('87175000', '(48.27033333, -121.5563)')",4.0,48,29,1.0,4,2,1,3,-999.0,12,10.0,1,1,2,2,2,2,4,1,1,2,6,2,21,2,2,9.0,8.0,9.0,8.0,1.0,1.0,8.0,5.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,1,1,1,-999.0,6,8,1,2,8.0,1.0
"('87177000', '(47.10125, -123.4283333)')",4.0,48,20,3.0,4,2,1,3,-999.0,11,5.0,1,1,2,2,2,2,4,1,1,2,6,4,12,2,2,-999.0,-999.0,-999.0,9.0,3.0,3.0,9.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,9,9,1,2,8.0,1.0
"('87178000', '(47.10808333, -123.138)')",4.0,48,20,3.0,4,2,1,3,-999.0,12,6.0,1,1,2,2,2,2,4,1,1,2,6,6,2,2,2,9.0,9.0,9.0,9.0,1.0,1.0,9.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,1,3,2,1,1,1,-999.0,9,9,1,2,8.0,1.0
"('87190000', '(47.35369444, -122.2388333)')",4.0,48,14,1.0,5,2,2,3,-999.0,4,10.0,1,1,2,2,2,2,5,3,1,6,3,3,18,3,3,8.0,8.0,9.0,-999.0,1.0,1.0,8.0,3.0,10.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,10,7,5,2,1,-999.0,11,8,1,2,8.0,1.0
"('87188000', '(47.45390278, -121.7164667)')",4.0,48,14,1.0,4,2,1,3,-999.0,6,10.0,1,1,2,2,2,2,4,1,1,6,6,4,3,2,2,8.0,8.0,9.0,8.0,1.0,1.0,8.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,9,8,1,2,8.0,1.0
"('87191000', '(47.35372222, -122.2328889)')",4.0,48,14,1.0,5,2,2,3,-999.0,4,10.0,1,1,2,2,2,2,5,3,1,6,3,3,18,3,3,9.0,8.0,8.0,-999.0,1.0,1.0,8.0,6.0,10.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,10,7,5,2,1,-999.0,11,8,1,2,8.0,1.0
"('87189000', '(47.71126389, -122.143175)')",4.0,48,14,1.0,4,2,2,3,-999.0,4,-999.0,1,1,2,2,2,3,4,1,1,2,6,6,13,2,2,8.0,8.0,8.0,9.0,-999.0,-999.0,8.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,2,1,2,1,-999.0,9,8,1,2,8.0,1.0
"('87192000', '(47.30516667, -122.2328611)')",4.0,48,14,1.0,5,7,1,3,-999.0,6,10.0,1,1,2,2,2,2,4,3,1,2,2,2,2,1,1,7.0,7.0,8.0,-999.0,1.0,1.0,7.0,10.0,5.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,2,1,1,2,3,1,2,1,-999.0,11,7,1,2,8.0,1.0
"('87181000', '(47.10059722, -122.4499361)')",4.0,48,25,3.0,4,2,2,3,-999.0,4,10.0,1,1,3,3,3,3,4,1,1,6,6,2,12,2,2,-999.0,-999.0,-999.0,9.0,3.0,3.0,8.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,11,11,7,10,1,-999.0,6,8,1,2,8.0,1.0
"('87187000', '(46.31472222, -123.4530556)')",4.0,48,33,4.0,4,2,1,3,-999.0,12,10.0,1,1,2,2,2,2,4,1,1,2,6,6,18,2,2,9.0,9.0,9.0,8.0,1.0,1.0,9.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,5,8,1,-999.0,9,9,1,2,-999.0,-999.0
"('87193000', '(47.3049, -122.2330417)')",4.0,48,14,1.0,5,7,1,3,-999.0,6,10.0,1,1,2,2,2,2,4,3,1,7,2,4,13,1,1,6.0,8.0,8.0,-999.0,1.0,1.0,8.0,10.0,10.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,11,6,1,2,8.0,1.0
"('87195000', '(47.30486111, -122.2311389)')",4.0,48,14,1.0,5,2,1,3,-999.0,6,10.0,1,1,2,2,2,2,4,3,1,2,2,2,2,1,1,6.0,6.0,7.0,-999.0,1.0,1.0,6.0,7.0,6.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,11,6,1,2,8.0,1.0
"('87194000', '(47.30488889, -122.2323056)')",4.0,48,14,1.0,5,2,1,3,-999.0,6,10.0,1,2,2,2,2,2,4,3,1,2,3,6,13,3,3,6.0,8.0,7.0,-999.0,1.0,1.0,7.0,10.0,10.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,11,6,1,2,8.0,1.0
"('87200000', '(46.19611111, -123.1927778)')",4.0,48,4,4.0,4,2,1,3,-999.0,10,-999.0,1,1,2,2,2,2,4,1,1,2,6,6,13,2,2,9.0,9.0,9.0,9.0,1.0,1.0,9.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,1,1,2,1,-999.0,9,9,1,2,2.0,2.0
"('87201000', '(46.06083333, -122.9358333)')",4.0,48,4,4.0,4,2,1,3,-999.0,6,10.0,1,1,2,3,2,2,4,3,1,2,3,6,13,3,3,9.0,9.0,8.0,-999.0,1.0,1.0,8.0,7.0,8.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,1,1,2,1,-999.0,11,8,1,2,8.0,1.0
"('87202000', '(46.095, -122.8469444)')",4.0,48,4,4.0,4,2,1,3,-999.0,12,4.0,1,1,3,3,2,2,4,1,1,2,6,3,12,2,2,-999.0,-999.0,-999.0,7.0,1.0,1.0,8.0,-999.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,9,8,2,2,8.0,1.0
"('87199000', '(47.53575, -122.0375278)')",4.0,48,14,1.0,5,2,1,3,-999.0,6,10.0,1,1,2,3,3,3,4,1,2,6,6,6,13,2,2,9.0,8.0,8.0,8.0,-999.0,-999.0,4.0,4.0,-999.0,1,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,1,2,1,-999.0,9,8,1,2,2.0,2.0
"('87196000', '(47.37994444, -122.0173333)')",4.0,48,14,1.0,4,2,1,3,-999.0,12,10.0,1,1,3,3,2,3,4,1,1,6,6,2,12,2,2,-999.0,-999.0,-999.0,9.0,3.0,3.0,9.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,7,1,1,1,-999.0,9,9,1,2,8.0,1.0
"('87203000', '(46.32388889, -122.7322222)')",4.0,48,4,4.0,4,2,1,3,-999.0,12,4.0,1,1,3,3,2,2,4,1,1,2,6,3,12,2,2,-999.0,-999.0,-999.0,7.0,1.0,1.0,7.0,-999.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,6,7,2,2,1.0,2.0
"('87204000', '(47.04888889, -123.7805556)')",4.0,48,10,3.0,4,2,1,3,-999.0,12,10.0,1,1,2,2,2,1,4,1,1,2,6,7,13,2,2,9.0,9.0,9.0,9.0,-999.0,-999.0,9.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,9,9,1,2,2.0,2.0
"('87211000', '(47.57527778, -122.3555556)')",4.0,48,14,1.0,5,2,1,3,9.0,6,6.0,1,1,2,1,2,1,4,3,1,6,5,4,13,1,3,8.0,9.0,8.0,-999.0,3.0,3.0,6.0,6.0,10.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,8,1,-999.0,11,8,1,2,8.0,1.0
"('87213000', '(47.63194444, -122.3761111)')",4.0,48,14,1.0,5,2,1,3,-999.0,5,7.0,1,1,2,2,2,2,4,3,1,6,5,5,13,1,1,8.0,7.0,8.0,-999.0,3.0,3.0,7.0,5.0,5.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,1,5,2,1,-999.0,11,7,1,2,8.0,1.0
"('87218000', '(48.98242222, -122.3086917)')",4.0,48,36,1.0,4,2,1,3,-999.0,12,10.0,1,1,2,1,1,1,4,1,1,2,6,6,2,2,2,8.0,8.0,8.0,9.0,1.0,1.0,8.0,4.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,1,10,7,2,1,1,-999.0,6,8,1,2,1.0,2.0
"('87222000', '(46.41894444, -122.8036944)')",4.0,48,18,4.0,4,2,1,3,-999.0,12,4.0,1,1,1,1,1,1,4,1,1,2,6,3,12,2,2,-999.0,-999.0,-999.0,9.0,-999.0,-999.0,7.0,-999.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,9,9,2,2,-999.0,-999.0
"('87221000', '(46.73542222, -122.9641389)')",4.0,48,18,4.0,4,2,1,3,-999.0,5,3.0,1,1,2,2,2,2,4,1,1,2,6,3,2,2,2,9.0,6.0,6.0,8.0,-999.0,-999.0,6.0,5.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,5,8,1,-999.0,13,6,2,2,-999.0,-999.0
"('87219000', '(46.49030556, -122.0830556)')",4.0,48,18,4.0,4,2,1,3,-999.0,12,10.0,1,1,2,2,2,2,4,1,1,2,6,6,13,2,2,9.0,7.0,9.0,9.0,1.0,1.0,7.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,2,8,1,-999.0,10,7,1,2,-999.0,-999.0
"('87220000', '(46.47388889, -123.0996194)')",4.0,48,18,4.0,4,5,1,3,-999.0,12,-999.0,1,1,2,2,2,2,4,1,1,2,6,7,13,2,2,9.0,9.0,9.0,9.0,1.0,1.0,9.0,7.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,9,9,1,2,-999.0,-999.0
"('87223000', '(46.62814167, -122.9331111)')",4.0,48,18,4.0,4,2,1,3,-999.0,5,4.0,1,1,3,3,3,3,4,1,1,2,6,3,12,2,2,-999.0,-999.0,-999.0,8.0,-999.0,-999.0,7.0,-999.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,13,8,2,2,2.0,2.0
"('87230000', '(48.96527778, -122.1871944)')",4.0,48,36,1.0,4,2,1,3,-999.0,12,10.0,1,1,2,2,2,2,5,1,1,2,6,6,18,2,2,8.0,8.0,8.0,9.0,-999.0,-999.0,8.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,2,2,1,-999.0,6,8,1,2,8.0,1.0
"('87229000', '(48.74175, -122.1216528)')",4.0,48,36,1.0,4,2,1,3,-999.0,10,10.0,1,1,1,1,1,1,4,1,1,2,6,2,16,2,2,7.0,7.0,7.0,8.0,3.0,3.0,7.0,6.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,2,1,1,1,-999.0,6,7,2,2,1.0,2.0
"('87231000', '(48.74418611, -122.1242)')",4.0,48,36,1.0,4,2,1,3,-999.0,11,10.0,1,1,3,3,3,3,5,1,1,2,6,4,12,2,2,-999.0,-999.0,-999.0,9.0,-999.0,-999.0,5.0,-999.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,6,9,1,2,8.0,1.0
"('87235000', '(48.94833333, -122.6366667)')",4.0,48,36,1.0,4,2,1,3,-999.0,12,10.0,1,1,2,2,2,2,5,1,1,2,6,6,2,2,2,8.0,8.0,8.0,9.0,1.0,1.0,8.0,6.0,-999.0,6,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,3,2,1,-999.0,6,8,1,2,1.0,2.0
"('87232000', '(48.91395833, -122.5210056)')",4.0,48,36,1.0,4,2,1,3,-999.0,12,6.0,1,1,1,1,1,1,4,1,7,2,6,2,16,2,2,8.0,8.0,8.0,9.0,-999.0,-999.0,6.0,5.0,-999.0,5,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,2,1,2,1,-999.0,6,8,1,2,2.0,2.0
