unified_id,SDCS,STATE_CODE_001,COUNTY_CODE_003,HIGHWAY_DISTRICT_002,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,BASE_HWY_NETWORK_012,TOLL_020,MAINTENANCE_021,FUNCTIONAL_CLASS_026,DESIGN_LOAD_031,MEDIAN_CODE_033,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,VERT_CLR_UND_REF_054A,LAT_UND_REF_055A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,OPR_RATING_METH_063,INV_RATING_METH_065,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,NATIONAL_NETWORK_110,PIER_PROTECTION_111,SCOUR_CRITICAL_113,LOWEST_RATING,PRE_CODE_ERA,WAS_RECONSTRUCTED,NFHL_FLD_ZONE,NFHL_SFHA
"('      1W', '(48.29745556, -122.6078139)')",4.0,48,11,-999.0,6,8,1,3,25.0,12,6.0,1,1,1,1,1,1,5,1,1,6,10,4,3,2,2,8.0,8.0,7.0,6.0,2.0,2.0,7.0,6.0,-999.0,6,8,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,1,4,1,1,1,1,-999.0,6,7,1,2,2.0,2.0
"('        ', '(47.769275, -122.707925)')",4.0,48,15,-999.0,8,1,1,3,25.0,12,-999.0,1,1,2,2,2,2,5,3,1,2,6,6,18,2,2,8.0,9.0,9.0,9.0,-999.0,-999.0,9.0,9.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,7,10,1,-999.0,6,8,1,2,8.0,1.0
"('        ', '(47.56759167, -122.5517028)')",4.0,48,15,-999.0,6,8,1,3,25.0,12,3.0,1,1,1,1,1,1,5,3,7,2,2,4,13,1,1,7.0,8.0,7.0,-999.0,1.0,1.0,6.0,5.0,5.0,6,11,9,-999.0,-999.0,-999.0,-999.0,2.0,2,4,1,1,2,2,1,1,1,-999.0,11,7,2,2,8.0,1.0
"('00000000', '(47.25279444, -124.178075)')",4.0,48,10,-999.0,6,2,1,3,15.0,10,6.0,1,1,2,1,1,2,5,3,1,2,6,6,13,2,2,8.0,8.0,8.0,6.0,-999.0,-999.0,8.0,8.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,2,1,1,1,-999.0,9,8,1,2,-999.0,-999.0
"('        ', '(47.98571667, -122.2271222)')",4.0,48,29,-999.0,6,8,1,3,25.0,12,1.0,1,1,2,2,2,3,5,3,1,2,6,6,2,2,2,7.0,8.0,8.0,7.0,-999.0,-999.0,8.0,4.0,-999.0,6,10,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,5,8,1,-999.0,6,7,1,2,8.0,1.0
"('        ', '(47.697975, -122.6195)')",4.0,48,15,-999.0,6,8,1,3,25.0,12,1.0,1,1,1,3,3,3,4,3,7,2,10,4,13,2,2,8.0,7.0,7.0,8.0,-999.0,-999.0,4.0,5.0,-999.0,1,10,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,8,1,1,1,-999.0,6,7,2,2,2.0,2.0
"('00000000', '(47.24963889, -124.1740556)')",4.0,48,10,-999.0,6,2,1,3,15.0,12,6.0,1,1,1,1,1,1,5,3,1,2,6,2,13,2,2,7.0,8.0,7.0,6.0,-999.0,-999.0,7.0,7.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,2,1,1,1,-999.0,9,7,2,2,-999.0,-999.0
"('        ', '(48.21215, -121.9331306)')",4.0,48,29,-999.0,6,8,1,3,25.0,12,1.0,1,1,1,1,1,1,5,3,8,2,6,3,20,2,2,6.0,7.0,8.0,9.0,-999.0,-999.0,7.0,5.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,1,2,2,1,1,1,-999.0,6,6,2,2,8.0,1.0
"('00000000', '(47.29477778, -124.0662222)')",4.0,48,10,-999.0,6,2,1,3,15.0,10,6.0,1,1,1,1,2,2,5,3,1,2,6,2,18,2,2,7.0,8.0,7.0,7.0,1.0,1.0,7.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,2,1,1,1,-999.0,9,7,2,2,-999.0,-999.0
"('00000000', '(47.35775278, -123.9907278)')",4.0,48,10,3.0,6,2,1,3,15.0,10,10.0,1,1,2,2,2,2,5,1,1,2,6,6,18,2,2,8.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,3,7,6,2,1,-999.0,9,8,1,2,-999.0,-999.0
"('00000000', '(47.25280556, -124.1743611)')",4.0,48,10,-999.0,6,2,1,3,15.0,12,6.0,1,1,2,2,1,1,5,3,1,2,6,6,13,2,2,8.0,8.0,8.0,6.0,1.0,1.0,8.0,7.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,2,1,1,1,-999.0,9,8,1,2,-999.0,-999.0
"('00000000', '(47.35098611, -124.154725)')",4.0,48,10,-999.0,6,2,1,3,15.0,12,6.0,1,1,2,2,2,1,5,3,1,2,6,6,13,2,2,8.0,8.0,8.0,8.0,-999.0,-999.0,8.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,2,1,1,1,-999.0,9,8,1,2,-999.0,-999.0
"('00000000', '(47.33805278, -124.0327417)')",4.0,48,10,-999.0,6,2,1,3,15.0,10,1.0,1,1,1,1,2,1,5,3,1,2,6,2,18,2,2,7.0,8.0,7.0,7.0,1.0,1.0,7.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,2,1,1,1,-999.0,9,7,2,2,-999.0,-999.0
"('00000000', '(47.34755556, -124.0077278)')",4.0,48,10,-999.0,6,2,1,3,15.0,10,6.0,1,1,1,1,2,2,5,3,1,2,6,2,13,2,2,7.0,8.0,7.0,7.0,1.0,1.0,7.0,6.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,2,1,1,1,-999.0,9,7,2,2,-999.0,-999.0
"('00000000', '(47.42814167, -123.9142472)')",4.0,48,10,-999.0,6,2,1,3,15.0,12,6.0,1,1,2,1,1,1,5,3,1,2,6,6,19,2,2,8.0,8.0,8.0,7.0,1.0,1.0,8.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,3,7,1,1,1,-999.0,9,8,1,2,-999.0,-999.0
"('00000000', '(47.30188889, -124.0613889)')",4.0,48,10,-999.0,6,2,1,3,15.0,10,1.0,1,1,1,1,2,2,5,3,1,2,6,10,12,2,2,-999.0,-999.0,-999.0,8.0,3.0,3.0,7.0,7.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,11,11,7,10,1,-999.0,9,7,1,2,-999.0,-999.0
"('00000000', '(47.32356667, -123.1478667)')",4.0,48,20,3.0,6,2,1,3,15.0,11,6.0,1,1,2,2,2,2,5,3,1,2,6,6,18,2,2,8.0,8.0,8.0,9.0,1.0,1.0,8.0,6.0,-999.0,6,8,5,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,3,7,5,2,1,-999.0,9,8,1,2,2.0,2.0
"('00000000', '(48.34675, -124.6628056)')",4.0,48,39,-999.0,6,2,1,3,15.0,12,1.0,1,1,2,2,1,1,5,3,7,2,6,2,13,2,2,6.0,5.0,8.0,8.0,4.0,4.0,5.0,5.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,2,1,1,1,-999.0,6,5,2,2,1.0,2.0
"('00000000', '(48.35044444, -124.6455556)')",4.0,48,39,-999.0,6,2,1,3,15.0,12,1.0,1,1,2,2,2,2,5,1,1,2,6,6,13,2,2,8.0,8.0,9.0,8.0,3.0,3.0,8.0,10.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,3,7,1,1,1,-999.0,9,8,1,2,1.0,2.0
"('00000000', '(48.31172222, -124.6562222)')",4.0,48,39,-999.0,6,2,1,3,15.0,12,1.0,1,1,2,2,1,1,5,3,7,2,6,6,13,2,2,7.0,8.0,8.0,8.0,-999.0,-999.0,7.0,5.0,-999.0,6,8,6,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,3,2,1,2,1,-999.0,6,7,2,2,8.0,1.0
"('000000BK', '(47.60633333, -121.9139167)')",4.0,48,14,1.0,3,2,2,3,-999.0,9,1.0,1,1,2,1,2,1,5,1,1,2,6,8,13,2,2,6.0,8.0,7.0,9.0,2.0,2.0,6.0,4.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,7,1,1,2,-999.0,13,6,2,2,2.0,2.0
"('000000AB', '(48.783, -122.4858889)')",4.0,48,36,1.0,1,7,1,3,-999.0,2,7.0,1,1,2,2,2,2,5,3,1,2,7,7,13,1,1,8.0,7.0,8.0,9.0,1.0,1.0,7.0,9.0,5.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,2,2,1,2,2,1,2,2,-999.0,9,7,1,2,8.0,1.0
"('000000BG', '(46.87641944, -122.28175)')",4.0,48,25,3.0,3,2,2,3,-999.0,9,3.0,1,1,2,2,2,1,5,1,1,2,6,3,18,2,2,7.0,8.0,7.0,7.0,-999.0,-999.0,5.0,4.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,3,1,2,-999.0,4,7,2,2,2.0,2.0
"('000000BL', '(47.67805556, -121.9073333)')",4.0,48,14,1.0,3,2,2,3,-999.0,9,1.0,1,1,1,1,2,1,5,1,1,2,6,8,13,2,2,8.0,7.0,8.0,9.0,2.0,2.0,7.0,4.0,-999.0,6,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,7,1,1,2,-999.0,13,7,2,2,8.0,1.0
"('00000000', '(48.33846667, -118.9778667)')",3.0,48,2,-999.0,6,2,1,3,15.0,12,10.0,1,1,1,1,1,1,5,1,1,2,6,4,12,2,2,-999.0,-999.0,-999.0,9.0,4.0,4.0,6.0,6.0,-999.0,6,10,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,11,9,7,1,1,-999.0,6,6,1,2,-999.0,-999.0
"('000000CN', '(46.61063333, -122.5817222)')",4.0,48,18,4.0,3,2,1,3,-999.0,10,1.0,1,1,2,2,2,2,5,1,1,2,6,8,13,2,2,8.0,8.0,7.0,7.0,2.0,2.0,7.0,3.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,7,1,1,1,-999.0,13,7,2,2,-999.0,-999.0
"('000000CO', '(46.60459167, -122.5341972)')",4.0,48,18,4.0,3,2,1,3,-999.0,10,1.0,1,1,2,2,2,2,5,1,1,2,6,8,13,2,2,7.0,8.0,7.0,8.0,2.0,2.0,7.0,3.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,7,1,1,1,-999.0,13,7,2,2,-999.0,-999.0
"('000000CP', '(46.72166667, -122.9516667)')",4.0,48,18,4.0,3,2,1,3,-999.0,5,1.0,1,1,3,3,3,3,5,1,1,6,6,2,18,2,2,7.0,6.0,7.0,9.0,1.0,1.0,6.0,8.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,2,1,1,2,7,1,1,1,-999.0,6,6,2,2,-999.0,-999.0
"('000000FS', '(47.36769444, -122.2492778)')",4.0,48,14,1.0,4,2,1,3,-999.0,5,1.0,1,1,2,2,2,2,5,1,1,2,6,2,12,2,2,-999.0,-999.0,-999.0,6.0,-999.0,-999.0,6.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,3,6,2,2,8.0,1.0
"('000000CQ', '(46.60427778, -122.4510833)')",4.0,48,18,4.0,3,2,1,3,-999.0,10,1.0,1,1,2,2,2,2,5,1,1,2,6,8,13,2,2,7.0,7.0,7.0,7.0,2.0,2.0,7.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,7,1,1,1,-999.0,4,7,2,2,-999.0,-999.0
"('000000FV', '(45.58977778, -122.4030556)')",4.0,48,2,4.0,3,2,1,3,-999.0,5,1.0,1,1,1,1,1,1,5,1,1,6,6,2,18,2,2,5.0,8.0,7.0,9.0,-999.0,-999.0,4.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,3,1,1,-999.0,9,5,2,2,1.0,2.0
"('000000EI', '(47.10011111, -122.0456389)')",4.0,48,25,3.0,3,2,1,3,-999.0,5,3.0,1,1,1,1,2,1,5,1,1,2,6,2,4,2,2,-999.0,7.0,7.0,6.0,1.0,1.0,7.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,4,7,2,2,2.0,2.0
"('000000EE', '(48.25333333, -124.2661667)')",4.0,48,39,3.0,3,2,1,3,-999.0,10,1.0,1,1,1,1,1,1,5,1,1,6,6,8,13,2,2,8.0,8.0,8.0,9.0,2.0,2.0,8.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,7,1,1,1,-999.0,4,8,2,2,2.0,2.0
"('000000FX', '(48.26511111, -122.1654444)')",4.0,48,29,1.0,4,2,1,3,-999.0,12,1.0,1,1,2,2,2,2,2,1,1,2,6,3,12,2,2,-999.0,-999.0,-999.0,7.0,1.0,1.0,6.0,4.0,-999.0,6,7,4,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,1,11,11,7,10,1,-999.0,6,6,2,2,8.0,1.0
"('000000GJ', '(48.43066667, -122.26425)')",4.0,48,27,1.0,3,2,1,3,-999.0,10,4.0,1,1,2,2,2,2,5,1,1,2,6,2,4,2,2,-999.0,7.0,7.0,9.0,-999.0,-999.0,7.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,11,11,7,10,1,-999.0,10,7,2,2,-999.0,-999.0
"('000000HA', '(46.75530556, -121.9614444)')",4.0,48,25,3.0,3,2,2,3,-999.0,9,5.0,1,1,2,2,2,2,5,1,1,2,6,2,18,2,2,8.0,7.0,7.0,8.0,-999.0,-999.0,7.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,2,-999.0,4,7,2,2,1.0,2.0
"('000000HE', '(45.74181111, -122.5468639)')",4.0,48,2,4.0,4,2,1,3,-999.0,10,1.0,1,1,1,1,1,1,4,1,1,2,6,2,12,2,2,-999.0,-999.0,-999.0,9.0,-999.0,-999.0,8.0,4.0,-999.0,6,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,7,1,1,1,-999.0,8,8,2,2,8.0,1.0
"('000000HV', '(46.73042222, -122.9536917)')",4.0,48,18,4.0,3,2,1,3,-999.0,5,5.0,1,1,1,1,1,1,3,1,1,6,6,4,3,2,2,7.0,5.0,6.0,8.0,1.0,1.0,5.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,6,5,2,2,-999.0,-999.0
"('000000HY', '(47.32666667, -122.3769694)')",4.0,48,14,1.0,3,2,1,3,-999.0,5,7.0,1,1,2,2,2,1,5,1,1,6,6,5,17,2,2,8.0,7.0,7.0,9.0,1.0,1.0,7.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,2,-999.0,10,7,2,2,8.0,1.0
"('000000HH', '(47.64691667, -122.3046111)')",4.0,48,14,1.0,3,2,2,3,-999.0,4,1.0,1,1,1,1,1,1,1,2,7,6,6,4,9,2,2,6.0,7.0,7.0,9.0,1.0,1.0,5.0,3.0,-999.0,3,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,4,10,1,1,2,-999.0,9,6,2,2,8.0,1.0
"('000000IC', '(47.63901667, -122.3455389)')",4.0,48,14,1.0,3,2,2,3,-999.0,3,1.0,4,1,2,1,1,1,5,3,1,6,2,2,18,1,1,8.0,7.0,8.0,-999.0,-999.0,-999.0,7.0,3.0,5.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,1,1,2,-999.0,11,7,2,2,8.0,1.0
"('000000HX', '(47.31796944, -122.4144389)')",4.0,48,14,1.0,3,2,1,3,-999.0,5,1.0,1,1,2,2,2,2,5,1,1,6,6,4,17,2,2,8.0,6.0,6.0,9.0,1.0,1.0,6.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,2,-999.0,10,6,2,2,8.0,1.0
"('000000II', '(45.60438889, -122.4071389)')",4.0,48,2,4.0,3,2,1,3,-999.0,5,1.0,1,1,2,1,2,2,5,1,1,6,6,3,18,2,2,5.0,7.0,7.0,8.0,1.0,1.0,7.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,3,1,1,-999.0,4,5,2,2,2.0,2.0
"('000000IU', '(45.96031111, -122.3724667)')",4.0,48,2,4.0,3,2,2,3,-999.0,9,2.0,1,1,1,1,2,2,1,1,7,2,6,4,6,2,2,7.0,6.0,7.0,9.0,-999.0,-999.0,4.0,3.0,-999.0,4,9,4,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,3,9,7,1,1,2,-999.0,9,6,2,2,8.0,1.0
"('000000IR', '(47.27637222, -121.9917778)')",4.0,48,14,1.0,3,2,2,3,-999.0,8,1.0,1,1,2,1,2,2,3,1,1,6,6,4,23,2,2,7.0,6.0,7.0,8.0,1.0,1.0,6.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,4,3,1,2,-999.0,6,6,2,2,8.0,1.0
"('000000JV', '(46.59179444, -122.4294444)')",4.0,48,18,4.0,3,2,1,3,-999.0,10,1.0,1,1,2,2,2,2,5,1,1,2,6,8,13,2,2,7.0,7.0,6.0,7.0,2.0,2.0,6.0,3.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,7,1,1,1,-999.0,4,6,2,2,-999.0,-999.0
"('000000JE', '(47.37412222, -122.3205972)')",4.0,48,14,1.0,5,2,1,3,-999.0,5,1.0,1,1,2,1,2,1,5,1,1,6,7,3,13,1,1,7.0,7.0,7.0,9.0,-999.0,-999.0,7.0,3.0,5.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,4,1,1,1,-999.0,9,7,2,2,8.0,1.0
"('000000JG', '(48.40197222, -122.6446389)')",4.0,48,11,1.0,3,2,2,3,-999.0,8,1.0,1,1,1,1,1,1,1,3,1,2,4,2,2,2,2,8.0,8.0,8.0,-999.0,-999.0,-999.0,7.0,3.0,-999.0,6,11,9,-999.0,-999.0,-999.0,-999.0,3.0,2,3,2,1,2,7,1,1,2,-999.0,11,8,2,2,8.0,1.0
"('000000KN', '(47.59, -122.2833333)')",4.0,48,14,1.0,1,2,2,3,-999.0,2,7.0,1,1,2,2,2,2,2,1,1,2,6,2,1,2,2,6.0,8.0,6.0,9.0,-999.0,-999.0,5.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,1.0,3,2,2,1,2,4,1,2,2,-999.0,9,6,2,2,8.0,1.0
"('000000KO', '(47.58997222, -122.2873056)')",4.0,48,14,1.0,1,2,2,3,-999.0,2,7.0,1,2,2,2,2,2,1,2,1,2,7,4,5,1,1,8.0,6.0,8.0,9.0,-999.0,-999.0,6.0,5.0,5.0,6,9,9,-999.0,-999.0,-999.0,-999.0,1.0,3,2,2,1,2,4,1,2,2,-999.0,6,6,2,2,8.0,1.0
"('000000JQ', '(47.38363889, -122.6292778)')",4.0,48,25,3.0,3,2,2,3,-999.0,4,3.0,1,1,1,1,2,1,1,1,1,6,6,3,19,2,2,7.0,7.0,5.0,9.0,-999.0,-999.0,5.0,3.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,2,1,1,2,-999.0,6,5,2,2,8.0,1.0
"('000000KP', '(47.58925833, -122.2557722)')",4.0,48,14,1.0,1,2,2,3,-999.0,2,7.0,1,2,2,2,2,2,1,2,1,2,7,4,5,1,1,8.0,8.0,8.0,9.0,-999.0,-999.0,6.0,5.0,7.0,6,9,9,-999.0,-999.0,-999.0,-999.0,1.0,3,2,2,1,2,4,1,2,2,-999.0,6,8,2,2,8.0,1.0
"('000000LM', '(46.97597222, -123.8120556)')",4.0,48,10,3.0,2,2,2,3,-999.0,4,5.0,1,1,2,1,1,1,2,2,1,6,6,5,10,2,2,4.0,6.0,4.0,6.0,1.0,1.0,4.0,4.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,2.0,3,2,2,1,4,10,1,1,2,-999.0,5,4,2,2,2.0,2.0
"('000000MA', '(47.758725, -122.2037944)')",4.0,48,14,1.0,5,2,1,3,-999.0,6,4.0,1,1,2,1,1,1,5,1,1,6,7,4,13,1,1,5.0,6.0,6.0,9.0,-999.0,-999.0,5.0,3.0,4.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,4,1,9,1,-999.0,6,5,2,2,8.0,1.0
"('000000MB', '(46.44977778, -123.8724722)')",4.0,48,22,4.0,2,2,2,3,-999.0,8,4.0,1,1,2,1,2,1,5,1,1,2,6,8,13,2,2,9.0,9.0,7.0,9.0,2.0,2.0,7.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,2.0,2,3,2,1,9,7,1,1,2,-999.0,13,7,2,2,8.0,1.0
"('000000MN', '(45.91715, -122.4349833)')",4.0,48,2,4.0,3,2,2,3,-999.0,9,6.0,1,1,2,2,2,1,5,1,1,2,6,2,2,2,2,4.0,8.0,8.0,8.0,1.0,1.0,8.0,6.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,3,2,7,3,1,2,-999.0,4,4,2,2,1.0,2.0
"('000000MT', '(48.70066667, -121.2097778)')",4.0,48,36,1.0,3,2,2,3,-999.0,9,6.0,1,1,1,2,2,2,3,1,1,6,6,4,4,2,2,7.0,7.0,8.0,9.0,1.0,1.0,7.0,4.0,-999.0,6,9,4,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,4,10,1,1,2,-999.0,10,7,2,2,5.0,1.0
"('000000MM', '(45.91122222, -122.4466944)')",4.0,48,2,4.0,3,2,2,3,-999.0,9,6.0,1,1,2,2,2,1,5,1,1,2,6,4,13,2,2,9.0,8.0,8.0,9.0,1.0,1.0,8.0,5.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,3,2,7,1,1,2,-999.0,4,8,2,2,1.0,2.0
"('000000MQ', '(45.92436111, -122.3828889)')",4.0,48,2,4.0,3,2,2,3,-999.0,9,6.0,1,1,2,2,2,1,5,1,1,2,6,2,2,2,2,9.0,9.0,8.0,7.0,1.0,1.0,8.0,4.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,3,2,7,1,1,2,-999.0,4,8,2,2,8.0,1.0
"('000000NB', '(46.47519444, -123.8849722)')",4.0,48,22,4.0,2,2,2,3,-999.0,8,4.0,1,1,2,1,2,1,5,1,1,2,6,5,13,2,2,7.0,7.0,8.0,7.0,2.0,2.0,6.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,2.0,2,3,2,1,9,7,1,1,2,-999.0,13,7,2,2,8.0,1.0
"('000000MV', '(48.92127778, -122.0720194)')",4.0,48,36,1.0,3,2,1,3,-999.0,10,4.0,1,1,2,2,2,2,5,1,1,2,6,4,13,2,2,7.0,7.0,7.0,8.0,1.0,1.0,7.0,5.0,-999.0,6,4,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,3,2,7,1,1,2,-999.0,6,7,2,2,1.0,2.0
"('000000NU', '(46.42997222, -122.7094167)')",4.0,48,18,4.0,3,2,1,3,-999.0,10,1.0,1,1,2,2,2,2,5,1,1,2,6,4,13,2,2,9.0,8.0,8.0,9.0,1.0,1.0,8.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,3,1,1,-999.0,13,8,2,2,-999.0,-999.0
"('000000NC', '(47.28444444, -124.2338333)')",4.0,48,10,3.0,3,2,1,3,-999.0,10,1.0,1,1,2,2,2,2,5,1,1,2,6,3,2,2,2,8.0,8.0,7.0,8.0,-999.0,-999.0,6.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,2,1,1,2,-999.0,4,7,2,2,-999.0,-999.0
"('000000NV', '(47.64396944, -122.3042)')",4.0,48,14,1.0,3,2,2,3,-999.0,4,6.0,3,2,1,1,1,1,4,3,1,6,2,3,19,1,1,7.0,7.0,8.0,-999.0,1.0,1.0,7.0,5.0,4.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,6,1,1,2,-999.0,11,7,2,2,8.0,1.0
"('000000OH', '(45.81544444, -122.7312778)')",4.0,48,2,4.0,3,2,1,3,-999.0,10,1.0,1,1,1,1,2,1,5,1,1,6,6,4,17,2,2,8.0,7.0,7.0,6.0,1.0,1.0,7.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,3,1,1,-999.0,13,7,2,2,8.0,1.0
"('000000NW', '(47.64421944, -122.3020333)')",4.0,48,14,1.0,5,2,1,3,-999.0,7,6.0,1,1,2,2,2,2,5,3,1,6,2,3,19,1,1,8.0,7.0,8.0,-999.0,1.0,1.0,7.0,3.0,4.0,6,11,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,2,1,1,2,2,1,1,1,-999.0,11,7,2,2,8.0,1.0
"('000000OC', '(47.59255556, -122.3241667)')",4.0,48,14,1.0,1,7,1,3,-999.0,2,7.0,1,2,2,2,2,2,5,3,1,7,2,7,20,1,1,8.0,8.0,8.0,-999.0,1.0,1.0,8.0,8.0,7.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,2,2,1,2,4,1,1,2,-999.0,11,8,2,2,8.0,1.0
"('000000OW', '(47.67338889, -122.1325278)')",4.0,48,14,1.0,5,2,2,3,-999.0,4,6.0,3,1,2,2,2,2,5,1,1,6,6,3,20,2,2,8.0,7.0,7.0,8.0,-999.0,-999.0,7.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,1,1,1,-999.0,4,7,2,2,8.0,1.0
